Id,GrLivArea,BedroomAbvGr,FullBath,HalfBath,BsmtFullBath,GarageArea,GarageCars,YearBuilt,YearRemodAdd,OverallQual,OverallCond,LotArea,TotalBsmtSF,Neighborhood,BldgType,SaleCondition,SalePrice
241,1131,2,2,1,1.0,433.0,2,1986,2013,7,6,5753,2290.0,Somerst,TwnhsE,Normal,352244
242,3128,4,1,0,1.0,66.0,0,2016,2044,7,2,2534,1197.0,Somerst,TwnhsE,Normal,479531
243,926,3,3,1,0.0,628.0,3,1967,1996,6,5,10753,1929.0,NAmes,2FmCon,AdjLand,347094
244,3424,1,1,1,1.0,240.0,1,1998,2021,4,7,8241,20.0,CollgCr,TwnhsI,Abnorml,461578
245,3329,4,2,0,0.0,674.0,3,1973,1996,2,5,3949,875.0,Mitchel,TwnhsE,Abnorml,425108
246,879,5,1,0,0.0,267.0,1,2009,2011,5,7,14207,2866.0,Gilbert,TwnhsI,Normal,350984
247,3908,3,1,0,1.0,670.0,3,1949,1966,3,5,4767,1729.0,Mitchel,TwnhsI,Normal,466072
248,2371,1,1,1,1.0,238.0,1,1947,1959,6,4,7821,2605.0,StoneBr,2FmCon,Normal,532167
249,4040,1,4,0,1.0,48.0,0,1951,1958,8,3,19772,652.0,NAmes,1Fam,Partial,539536
250,687,3,2,0,1.0,84.0,0,2022,2024,6,3,2726,872.0,NAmes,TwnhsI,Normal,193341
251,1307,3,2,1,1.0,487.0,2,1975,1981,6,8,6082,2924.0,NoRidge,Duplx,Abnorml,514208
252,2722,3,2,0,0.0,5.0,0,1918,1945,1,4,7380,2993.0,Somerst,TwnhsI,Abnorml,432847
253,1347,2,4,0,0.0,283.0,1,1905,1932,7,7,10911,2630.0,ClearCr,TwnhsE,Abnorml,395480
254,1984,3,2,0,0.0,489.0,2,1963,1985,5,4,6032,951.0,ClearCr,2FmCon,Normal,405959
255,3472,2,2,0,1.0,294.0,1,1999,2002,2,5,19445,2404.0,NWAmes,2FmCon,Normal,535042
256,1150,4,2,1,1.0,26.0,0,1958,1978,3,6,1600,1376.0,Gilbert,TwnhsE,Family,242053
257,3549,4,2,1,1.0,450.0,2,1968,1971,8,5,19039,2531.0,Timber,2FmCon,Alloca,693480
258,965,4,1,0,1.0,404.0,2,1998,2018,10,7,11393,2553.0,Blmngtn,2FmCon,Normal,389567
259,1288,1,3,0,1.0,410.0,2,1963,1964,6,9,2208,1304.0,NAmes,2FmCon,Abnorml,267193
260,3144,5,1,0,0.0,656.0,3,2011,2019,10,8,3657,913.0,ClearCr,TwnhsE,Partial,564522
261,4070,1,1,1,0.0,20.0,0,1978,1981,2,9,3406,2924.0,Mitchel,1Fam,Family,470393
262,1267,5,1,1,0.0,222.0,1,1989,2017,3,1,6818,,Blmngtn,1Fam,Family,301589
263,1849,1,2,1,0.0,29.0,0,1996,2013,10,7,7661,1295.0,Mitchel,1Fam,Alloca,334292
264,4663,3,3,0,0.0,645.0,3,1977,2004,2,7,13362,1996.0,Mitchel,TwnhsE,Normal,580963
265,4953,1,3,0,1.0,415.0,2,1906,1906,7,4,7257,2810.0,NoRidge,1Fam,Partial,800000
266,3114,1,4,1,1.0,,0,1952,1974,3,3,14914,391.0,SawyerW,Duplx,Partial,390617
267,2511,4,2,0,0.0,466.0,2,1917,1931,4,1,6935,2953.0,StoneBr,1Fam,AdjLand,569659
268,2060,4,4,0,1.0,,0,1962,1976,5,8,6373,1267.0,SawyerW,Duplx,Family,366455
269,3256,1,1,1,1.0,292.0,1,1917,1943,4,8,6594,76.0,SawyerW,1Fam,Abnorml,378640
270,3159,5,2,0,0.0,460.0,2,1962,1963,9,1,7590,928.0,Timber,1Fam,AdjLand,576609
271,1826,2,3,0,0.0,,2,1942,1970,10,6,16998,1387.0,NoRidge,Duplx,Abnorml,604614
272,602,2,2,1,1.0,697.0,3,1902,1902,6,5,6067,2030.0,ClearCr,TwnhsE,Abnorml,316375
273,1181,2,4,0,1.0,456.0,2,1915,1925,6,2,6555,1699.0,Veenker,1Fam,Abnorml,358063
274,4813,3,2,0,0.0,646.0,3,1961,1965,1,5,19202,407.0,CollgCr,Duplx,Alloca,611437
275,2381,1,1,1,0.0,441.0,2,1909,1924,3,8,13594,1464.0,NridgHt,TwnhsI,Partial,485220
276,2670,3,3,0,0.0,3.0,0,2005,2022,1,3,5024,698.0,NoRidge,TwnhsE,Alloca,529687
277,2601,2,1,1,0.0,95.0,0,1993,2012,9,7,17561,808.0,ClearCr,TwnhsE,Alloca,483825
278,4022,1,3,0,0.0,681.0,3,1987,2010,3,9,4888,2134.0,NWAmes,2FmCon,Partial,561792
279,792,2,3,1,1.0,69.0,0,1921,1943,4,5,4499,2409.0,Veenker,TwnhsI,Family,279191
280,872,4,3,0,1.0,222.0,1,1997,2025,9,1,9733,468.0,Veenker,1Fam,Normal,349705
281,1741,4,2,1,1.0,92.0,0,1978,1991,8,3,14288,1807.0,StoneBr,TwnhsE,Family,546658
282,2689,2,4,1,1.0,217.0,1,1948,1953,7,2,5002,1266.0,Veenker,Duplx,Normal,500379
283,3520,2,1,1,0.0,424.0,2,1900,1904,1,4,15436,1009.0,Veenker,1Fam,Partial,487285
284,2708,4,2,0,0.0,7.0,0,1965,1973,6,6,4399,2138.0,Timber,TwnhsI,Alloca,517596
285,2485,4,1,0,0.0,228.0,1,1997,2015,6,2,15962,746.0,Somerst,TwnhsE,Alloca,452559
286,4720,5,3,1,1.0,632.0,3,1904,1905,4,5,3273,2296.0,Veenker,2FmCon,Abnorml,722533
287,1224,5,3,1,0.0,79.0,0,1906,1934,8,9,10092,1202.0,Gilbert,1Fam,Family,347091
288,3072,5,3,0,1.0,32.0,0,1947,1976,10,3,13343,284.0,Somerst,TwnhsE,Normal,529184
289,2940,5,3,0,0.0,295.0,1,1962,1966,3,8,6413,2376.0,NWAmes,Duplx,Alloca,471318
290,2630,3,2,0,1.0,630.0,3,1958,1981,4,3,12823,2555.0,Blmngtn,1Fam,AdjLand,491044
291,4134,2,1,1,1.0,252.0,1,1952,1969,4,6,14240,1689.0,Blmngtn,TwnhsI,Abnorml,576003
292,1701,2,4,0,1.0,459.0,2,1931,1945,9,2,13528,2171.0,CollgCr,TwnhsE,Family,434409
293,4791,2,2,1,0.0,82.0,0,1907,1929,1,3,8842,442.0,Mitchel,Duplx,Alloca,485628
294,1992,4,1,1,1.0,475.0,2,1903,1920,9,8,15806,1017.0,Timber,2FmCon,Normal,462109
295,2952,4,4,1,1.0,86.0,0,1912,1921,8,6,15035,1049.0,NAmes,2FmCon,Normal,420191
296,2843,5,4,1,0.0,493.0,2,1984,2000,5,6,7537,2291.0,Timber,Duplx,Normal,578495
297,4324,1,2,0,0.0,11.0,0,1996,2000,6,5,15068,1056.0,StoneBr,1Fam,Partial,723466
298,2475,3,3,1,0.0,609.0,3,1953,1960,9,3,18490,2184.0,SawyerW,2FmCon,Partial,495751
299,1780,2,1,0,0.0,244.0,1,1909,1938,8,9,16609,920.0,Mitchel,2FmCon,Alloca,331046
300,597,5,1,0,1.0,15.0,0,1951,1956,3,4,15064,1802.0,NridgHt,1Fam,Alloca,340780
301,2136,2,1,0,0.0,249.0,1,2021,2038,1,1,15680,629.0,CollgCr,1Fam,Normal,355998
302,4218,1,3,0,1.0,58.0,0,1930,1938,7,9,16387,1675.0,Crawfor,2FmCon,Partial,588945
303,544,3,1,1,1.0,27.0,0,1960,1973,2,1,6848,242.0,Timber,2FmCon,Alloca,173370
304,4532,5,1,1,1.0,409.0,2,1966,1973,1,8,14837,2204.0,Crawfor,2FmCon,Family,621551
305,2942,5,3,0,1.0,296.0,1,1940,1957,10,3,5189,87.0,Gilbert,TwnhsE,Abnorml,472363
306,1131,1,3,0,1.0,237.0,1,1953,1969,5,1,8131,2997.0,CollgCr,Duplx,Normal,355800
307,1859,2,3,1,1.0,,3,1958,1976,7,2,18788,2516.0,Crawfor,1Fam,Normal,494167
308,2993,1,3,1,1.0,,0,1958,1967,3,6,6736,1735.0,Mitchel,TwnhsI,Partial,364328
309,1920,2,3,1,0.0,266.0,1,1988,2005,2,5,17107,2728.0,Timber,TwnhsE,Partial,447978
310,988,3,3,0,1.0,78.0,0,1971,1992,1,2,9316,2426.0,Blmngtn,Duplx,Partial,273634
311,3496,2,2,1,0.0,226.0,1,1906,1927,4,3,5382,428.0,Veenker,1Fam,Normal,491636
312,3525,1,3,0,1.0,221.0,1,1900,1917,1,2,3295,,NAmes,TwnhsI,Partial,418204
313,1034,3,2,0,0.0,99.0,0,1950,1958,5,6,11642,1131.0,Timber,TwnhsE,Abnorml,331200
314,1765,1,1,0,0.0,,0,2011,2026,4,8,9848,2567.0,Mitchel,Duplx,Partial,316818
315,1597,2,3,1,1.0,629.0,3,1904,1920,6,3,10959,2591.0,Blmngtn,1Fam,Normal,413638
316,3467,1,1,0,1.0,64.0,0,1908,1936,6,9,2298,2863.0,Timber,1Fam,Alloca,499983
317,3786,1,4,1,0.0,639.0,3,1983,1994,4,4,6460,1352.0,NWAmes,2FmCon,Partial,532453
318,3771,3,2,1,1.0,685.0,3,1955,1964,5,1,1573,579.0,Timber,2FmCon,Abnorml,547102
319,4724,5,3,0,0.0,250.0,1,1928,1950,1,3,7096,375.0,Timber,2FmCon,Family,615505
320,3958,4,1,1,0.0,,1,1925,1944,4,8,18732,496.0,Somerst,Duplx,Alloca,595989
321,1943,1,3,1,1.0,669.0,3,1981,1993,10,8,4317,2975.0,Gilbert,1Fam,Normal,468776
322,984,1,2,1,0.0,675.0,3,1964,1964,10,7,14252,1759.0,Somerst,2FmCon,Normal,391682
323,3265,2,2,0,0.0,37.0,0,1978,1999,5,4,1606,1055.0,CollgCr,TwnhsI,Normal,447034
324,4622,4,1,1,1.0,675.0,3,1934,1956,10,7,11894,1347.0,CollgCr,TwnhsI,AdjLand,672470
325,4888,4,4,1,1.0,623.0,3,1964,1991,6,7,18537,518.0,StoneBr,1Fam,Partial,800000
326,1535,5,2,0,1.0,,0,2005,2020,2,8,7810,1712.0,Timber,TwnhsE,Partial,389052
327,1564,2,3,1,1.0,82.0,0,1938,1953,9,6,5147,1277.0,Veenker,TwnhsI,AdjLand,396708
328,668,1,2,0,0.0,462.0,2,1948,1954,5,5,12054,2394.0,Timber,Duplx,AdjLand,326374
329,1135,1,1,1,1.0,3.0,0,1920,1933,7,9,6660,63.0,Mitchel,2FmCon,Normal,198269
330,2996,1,4,0,0.0,467.0,2,1978,1978,7,9,17994,2795.0,Somerst,Duplx,Normal,594591
331,2960,1,1,0,1.0,30.0,0,1903,1918,4,5,17206,181.0,ClearCr,2FmCon,Alloca,422203
332,2169,5,1,1,0.0,427.0,2,1930,1951,8,2,13569,1252.0,Gilbert,2FmCon,Family,437385
333,1894,2,4,0,0.0,42.0,0,1987,2010,6,4,13322,1021.0,NWAmes,TwnhsI,Family,323669
334,4234,5,4,0,0.0,45.0,0,1902,1921,4,5,12645,2153.0,Gilbert,TwnhsE,Family,611572
335,2570,3,4,1,1.0,89.0,0,2021,2045,3,7,15102,1974.0,CollgCr,Duplx,Partial,466951
336,4137,3,2,1,1.0,43.0,0,1949,1968,8,3,10013,590.0,NAmes,1Fam,Alloca,490852
337,4834,3,3,1,,429.0,2,1949,1972,3,1,19440,1472.0,Mitchel,TwnhsI,Family,609859
338,1927,5,2,1,1.0,77.0,0,1965,1978,2,8,7895,1603.0,Timber,1Fam,Family,385221
339,1412,1,3,0,1.0,654.0,3,1978,1996,9,9,1665,,StoneBr,TwnhsE,Normal,487441
340,4788,1,2,1,1.0,400.0,2,1956,1975,4,1,14423,65.0,Somerst,2FmCon,Normal,612591
341,3356,3,1,1,1.0,263.0,1,2008,2025,7,3,13751,534.0,SawyerW,2FmCon,Partial,452191
342,1809,2,2,1,0.0,650.0,3,2018,2035,8,4,19648,1511.0,NAmes,1Fam,AdjLand,412245
343,3298,3,2,1,0.0,457.0,2,1924,1947,9,7,8813,781.0,Gilbert,2FmCon,Family,526159
344,2817,4,1,1,0.0,418.0,2,1986,1993,7,7,9358,1636.0,Gilbert,TwnhsE,Abnorml,472391
345,4574,3,2,1,1.0,47.0,0,1937,1946,8,4,11897,491.0,Timber,Duplx,Alloca,636601
346,1651,2,2,1,0.0,464.0,2,2022,2037,9,3,8755,2206.0,CollgCr,1Fam,Family,455465
347,4961,2,1,0,0.0,467.0,2,1931,1950,10,4,16019,565.0,StoneBr,2FmCon,Family,800000
348,4712,4,1,1,1.0,668.0,3,1936,1951,1,3,9420,,CollgCr,1Fam,Abnorml,599921
349,1313,2,3,0,0.0,299.0,1,1987,1992,8,4,15997,2509.0,StoneBr,Duplx,Abnorml,512179
350,1240,3,2,0,1.0,450.0,2,1997,2021,2,3,9372,1075.0,NridgHt,TwnhsI,Abnorml,389403
351,2899,3,3,1,0.0,242.0,1,1915,1931,9,1,5664,418.0,NAmes,TwnhsI,Alloca,377813
352,702,4,2,1,0.0,54.0,0,1968,1981,1,7,19826,17.0,Mitchel,TwnhsI,Alloca,194205
353,1844,4,2,0,1.0,32.0,0,1942,1968,3,8,11239,1081.0,Gilbert,1Fam,Partial,328291
354,2457,3,2,0,1.0,631.0,3,1975,1988,2,3,14575,,Blmngtn,Duplx,Normal,404678
355,4862,2,2,1,1.0,469.0,2,1968,1972,7,4,12438,2645.0,Timber,1Fam,AdjLand,782869
356,4965,2,3,1,0.0,231.0,1,2021,2050,1,4,8144,2919.0,CollgCr,Duplx,Alloca,679122
357,1181,3,4,1,1.0,474.0,2,2014,2025,1,1,19484,2941.0,NWAmes,Duplx,Partial,394481
358,4512,2,1,1,0.0,74.0,0,1980,2006,6,5,8372,2766.0,CollgCr,TwnhsE,Abnorml,622305
359,909,4,3,0,1.0,95.0,0,1983,1998,10,5,19872,1760.0,Veenker,2FmCon,AdjLand,415276
360,3868,2,4,0,1.0,413.0,2,2010,2017,6,9,9469,975.0,Somerst,1Fam,AdjLand,601084
361,4305,4,1,0,0.0,436.0,2,1922,1933,5,4,1919,1339.0,SawyerW,Duplx,AdjLand,510426
362,4508,4,3,1,0.0,677.0,3,1989,2016,7,8,2179,,Timber,Duplx,Family,710162
363,1505,5,2,1,1.0,642.0,3,1994,2022,6,4,19512,2520.0,NAmes,TwnhsE,Abnorml,421934
364,4520,1,4,0,1.0,265.0,1,1915,1919,4,2,11264,1309.0,NWAmes,1Fam,AdjLand,559412
365,1021,4,3,1,1.0,,3,2008,2037,6,4,8671,1155.0,Mitchel,TwnhsE,Family,322068
366,2834,1,3,1,0.0,,1,1986,2011,1,8,16510,2069.0,Crawfor,Duplx,Abnorml,476662
367,2612,2,1,1,0.0,622.0,3,1942,1961,3,3,12917,1121.0,Timber,TwnhsE,Abnorml,484428
368,1921,1,1,1,1.0,26.0,0,1959,1964,7,8,13720,1070.0,NoRidge,TwnhsI,Normal,487990
369,599,1,4,0,1.0,47.0,0,1960,1977,4,6,14180,681.0,CollgCr,2FmCon,Partial,236799
370,3974,1,2,1,,50.0,0,2013,2025,1,7,5170,201.0,Somerst,TwnhsE,Normal,463168
371,2010,1,2,0,0.0,690.0,3,2019,2022,2,7,3132,113.0,NridgHt,1Fam,Alloca,422078
372,3477,5,1,1,0.0,3.0,0,1999,2028,9,5,14968,1208.0,Mitchel,TwnhsI,Normal,494815
373,2345,1,1,1,0.0,,3,1980,1998,4,6,1903,2985.0,NAmes,Duplx,Alloca,380020
374,2181,2,3,0,0.0,491.0,2,1912,1914,1,1,14809,781.0,Somerst,TwnhsE,AdjLand,389720
375,4488,4,2,1,1.0,61.0,0,2012,2022,8,7,3903,1923.0,Gilbert,TwnhsE,Family,583736
376,925,5,3,0,1.0,667.0,3,1916,1941,6,7,6356,974.0,ClearCr,TwnhsE,Partial,322702
377,3814,5,2,0,1.0,24.0,0,1920,1933,5,1,14593,908.0,Crawfor,2FmCon,Partial,537587
378,3860,1,1,1,1.0,62.0,0,1908,1922,9,5,13023,488.0,Blmngtn,TwnhsE,Abnorml,486862
379,2209,5,1,0,0.0,436.0,2,2016,2020,4,5,15958,1690.0,ClearCr,Duplx,AdjLand,473602
380,1681,4,4,0,1.0,273.0,1,1960,1963,6,3,12802,1976.0,SawyerW,TwnhsE,Abnorml,382725
381,523,1,4,0,1.0,209.0,1,1929,1958,8,1,2385,,StoneBr,TwnhsE,Normal,302098
382,4715,3,1,0,0.0,28.0,0,1909,1937,7,1,17036,1579.0,Gilbert,Duplx,Family,595270
383,4764,5,2,1,0.0,464.0,2,1950,1952,3,2,5491,1428.0,NAmes,1Fam,Alloca,541727
384,1584,2,2,0,0.0,60.0,0,1989,2005,7,3,4017,812.0,SawyerW,2FmCon,Normal,287188
385,643,1,2,0,0.0,84.0,0,2022,2042,8,2,17752,2075.0,NoRidge,TwnhsI,AdjLand,429961
386,1052,5,3,0,0.0,480.0,2,1967,1993,2,6,5104,1661.0,NridgHt,Duplx,Abnorml,411519
387,804,5,1,1,1.0,201.0,1,1974,1990,2,4,11417,197.0,Blmngtn,TwnhsE,Abnorml,219374
388,4240,5,1,1,1.0,409.0,2,2002,2028,7,2,10490,1478.0,Mitchel,2FmCon,Partial,536931
389,4513,5,2,0,1.0,35.0,0,2010,2013,2,1,15735,1168.0,SawyerW,TwnhsE,Alloca,525474
390,1189,5,3,0,,495.0,2,1934,1934,9,6,2316,2387.0,Mitchel,Duplx,Normal,341748
391,3860,3,1,1,1.0,647.0,3,2022,2035,2,9,3473,,StoneBr,2FmCon,Partial,627591
392,1306,1,3,0,,289.0,1,1963,1970,10,8,9188,2867.0,Crawfor,1Fam,Family,409872
393,2152,4,1,1,0.0,205.0,1,2014,2036,7,7,10255,1845.0,Gilbert,2FmCon,Partial,447709
394,3197,2,1,1,1.0,496.0,2,1914,1924,5,3,16082,392.0,Blmngtn,Duplx,Normal,425016
395,3739,3,2,0,1.0,406.0,2,1911,1923,3,7,12706,1210.0,NWAmes,2FmCon,Partial,486229
396,4435,4,2,1,1.0,80.0,0,2008,2024,4,1,4251,2651.0,Timber,2FmCon,Alloca,695507
397,701,5,2,0,0.0,487.0,2,1982,2010,8,2,19609,763.0,ClearCr,2FmCon,Family,365475
398,1383,2,1,0,0.0,29.0,0,1921,1923,8,2,10009,2114.0,ClearCr,2FmCon,AdjLand,338022
399,1762,2,1,1,0.0,430.0,2,2010,2026,3,2,19344,2350.0,NAmes,TwnhsE,Normal,349956
400,1896,4,3,1,0.0,658.0,3,1912,1923,6,4,19810,2077.0,Timber,Duplx,Alloca,514546
401,4991,1,2,1,0.0,472.0,2,1983,1984,10,1,2455,271.0,Veenker,Duplx,Alloca,714557
402,3998,3,1,0,0.0,612.0,3,1925,1949,3,8,10859,1122.0,NoRidge,1Fam,AdjLand,709909
403,1941,4,2,0,0.0,223.0,1,1908,1935,7,7,9307,1044.0,StoneBr,Duplx,Family,457643
404,4873,3,4,1,,675.0,3,1999,2004,2,6,10718,1031.0,NAmes,TwnhsI,Alloca,552755
405,2746,2,1,1,0.0,680.0,3,2004,2026,9,2,7233,2636.0,SawyerW,TwnhsE,Abnorml,498174
406,2753,5,4,0,0.0,615.0,3,1913,1934,2,8,11837,16.0,Timber,Duplx,Partial,462492
407,2451,2,1,1,1.0,488.0,2,1911,1932,3,1,10605,1617.0,Gilbert,2FmCon,AdjLand,371998
408,1147,4,1,0,1.0,486.0,2,1975,1988,5,9,4941,2946.0,CollgCr,2FmCon,Partial,337637
409,4704,3,1,0,1.0,486.0,2,1903,1912,4,7,6837,2626.0,Mitchel,1Fam,AdjLand,566642
410,562,1,2,0,,624.0,3,1991,1993,2,2,4222,1819.0,Veenker,1Fam,Alloca,254825
411,1284,3,1,1,0.0,666.0,3,2012,2013,7,2,17106,2993.0,NAmes,TwnhsE,Normal,386714
412,1533,1,3,1,1.0,216.0,1,1992,1997,1,7,14031,1206.0,Somerst,TwnhsI,AdjLand,303484
413,1756,5,2,0,1.0,19.0,0,1928,1943,10,8,8669,1834.0,Gilbert,TwnhsI,Normal,396100
414,1093,4,3,0,1.0,7.0,0,1923,1927,1,5,8821,1631.0,Somerst,TwnhsE,AdjLand,258987
415,580,2,2,0,1.0,49.0,0,1983,2003,4,1,2963,141.0,Gilbert,TwnhsI,Partial,173466
416,3549,3,2,0,0.0,71.0,0,1907,1925,10,5,6863,121.0,Somerst,Duplx,Abnorml,552055
417,4861,4,2,0,1.0,19.0,0,1966,1976,2,5,18601,2690.0,SawyerW,2FmCon,Family,619261
418,1048,2,1,1,0.0,18.0,0,1955,1957,1,3,2080,520.0,Blmngtn,2FmCon,Abnorml,176061
419,1834,2,3,0,,627.0,3,1991,2006,8,9,4203,1064.0,Veenker,2FmCon,Normal,493159
420,2778,3,1,0,0.0,19.0,0,1924,1948,1,4,17151,1870.0,NAmes,TwnhsE,Partial,338565
421,4673,2,3,1,1.0,483.0,2,1993,2004,9,3,11126,1726.0,Gilbert,1Fam,Alloca,689138
422,3624,4,4,1,1.0,216.0,1,1986,2010,5,7,2098,1542.0,ClearCr,TwnhsI,Normal,529588
423,3947,1,3,0,1.0,27.0,0,1929,1937,9,6,10560,2937.0,StoneBr,TwnhsE,Partial,748966
424,3115,5,2,0,1.0,430.0,2,1943,1945,3,6,15374,2361.0,NAmes,2FmCon,Partial,442330
425,2376,2,2,1,0.0,620.0,3,1908,1927,2,5,7883,2825.0,NWAmes,TwnhsE,Family,399471
426,1398,3,4,0,1.0,694.0,3,1955,1981,10,3,8566,1976.0,Gilbert,1Fam,Normal,427860
427,4389,1,1,1,0.0,620.0,3,1932,1958,8,3,13179,2937.0,SawyerW,Duplx,Normal,608652
428,4118,2,2,0,0.0,448.0,2,1913,1941,10,2,12575,1804.0,Blmngtn,1Fam,AdjLand,629424
429,612,4,3,1,1.0,456.0,2,1968,1971,4,2,18203,1625.0,Timber,1Fam,Abnorml,348392
430,3719,2,4,0,0.0,26.0,0,1969,1970,5,6,6082,2445.0,Timber,1Fam,Alloca,602187
431,879,1,4,1,0.0,647.0,3,1910,1927,6,4,6607,2606.0,NridgHt,TwnhsE,Abnorml,449740
432,3825,3,1,0,1.0,417.0,2,1922,1950,5,7,4374,204.0,NoRidge,TwnhsE,AdjLand,624060
433,4216,1,4,0,1.0,248.0,1,1910,1939,3,8,13801,2731.0,Gilbert,TwnhsI,Normal,556066
434,1089,2,1,1,1.0,201.0,1,1983,1991,4,6,11367,2072.0,SawyerW,TwnhsI,Alloca,279032
435,2452,3,3,1,1.0,443.0,2,1941,1952,7,1,7918,2692.0,StoneBr,TwnhsI,AdjLand,615169
436,1056,3,4,1,1.0,36.0,0,1908,1927,1,1,14368,2146.0,CollgCr,TwnhsI,Normal,305032
437,3052,4,3,1,0.0,635.0,3,1923,1950,4,3,8468,2780.0,NridgHt,1Fam,Abnorml,681893
438,4674,4,4,0,1.0,211.0,1,2020,2025,3,3,5116,825.0,ClearCr,TwnhsE,Normal,620527
439,863,5,2,0,0.0,99.0,0,1931,1960,1,1,11487,562.0,NWAmes,TwnhsE,Normal,193978
440,2289,1,2,0,1.0,202.0,1,1984,2008,2,8,9572,586.0,SawyerW,1Fam,Alloca,323875
441,4879,2,2,1,0.0,614.0,3,1957,1959,5,4,8999,756.0,NAmes,1Fam,Partial,545993
442,1854,1,2,1,1.0,210.0,1,1922,1947,2,7,9726,641.0,Veenker,TwnhsI,Alloca,308217
443,1094,1,3,1,,497.0,2,1937,1956,4,2,18412,1324.0,NAmes,TwnhsI,Abnorml,279510
444,2698,2,2,0,1.0,,3,1901,1930,6,1,5495,594.0,NWAmes,2FmCon,Alloca,411801
445,2787,3,3,1,1.0,43.0,0,1991,1997,9,2,6602,474.0,Somerst,1Fam,AdjLand,479427
446,3482,5,2,1,1.0,675.0,3,1941,1970,1,5,11953,1571.0,Veenker,2FmCon,AdjLand,544837
447,1911,4,2,1,1.0,205.0,1,1961,1962,5,5,2364,2380.0,NridgHt,1Fam,Alloca,501940
448,4800,4,1,1,1.0,406.0,2,1918,1920,2,4,4199,406.0,Mitchel,TwnhsE,Alloca,448666
449,2844,4,2,1,0.0,18.0,0,2001,2014,5,9,11977,1533.0,Timber,2FmCon,Alloca,509150
450,1789,1,4,0,1.0,67.0,0,1926,1945,5,6,10930,1977.0,Veenker,1Fam,Alloca,372480
451,4821,5,4,0,0.0,697.0,3,1969,1974,8,7,13577,2116.0,ClearCr,TwnhsI,Partial,790462
452,4661,5,1,1,0.0,662.0,3,2007,2015,5,2,3598,315.0,StoneBr,TwnhsI,Alloca,759328
453,2746,1,2,1,1.0,687.0,3,1987,1998,10,5,17296,2201.0,SawyerW,TwnhsI,Family,514456
454,611,3,3,1,1.0,488.0,2,1974,1977,2,6,10482,80.0,Gilbert,TwnhsI,Alloca,222740
455,3186,5,3,1,1.0,227.0,1,2009,2014,1,6,4367,710.0,StoneBr,1Fam,AdjLand,551270
456,2998,3,1,1,1.0,18.0,0,1921,1925,1,9,7264,957.0,StoneBr,TwnhsE,Normal,451019
457,1166,5,3,1,1.0,216.0,1,2018,2046,4,5,5707,2559.0,NoRidge,TwnhsE,Partial,486654
458,3352,5,1,1,0.0,479.0,2,1968,1996,2,4,9866,575.0,NAmes,TwnhsE,Normal,402071
459,4283,3,1,0,1.0,266.0,1,1950,1968,1,9,10183,2347.0,ClearCr,2FmCon,Normal,551903
460,976,1,3,0,1.0,286.0,1,1931,1951,3,4,9524,2965.0,Blmngtn,2FmCon,Partial,275669
461,3754,2,1,0,1.0,50.0,0,1991,1995,10,6,10028,2879.0,StoneBr,TwnhsI,Partial,719254
462,1131,2,2,1,0.0,297.0,1,2020,2021,9,1,18296,908.0,Timber,1Fam,AdjLand,405184
463,3869,3,3,0,1.0,89.0,0,1984,1995,1,2,19244,,CollgCr,TwnhsE,Family,506371
464,2386,3,3,0,0.0,80.0,0,1904,1933,10,1,10563,666.0,Timber,TwnhsE,Alloca,446241
465,529,3,2,0,0.0,80.0,0,1957,1971,3,4,19315,2306.0,Blmngtn,TwnhsE,Partial,280369
466,4848,1,1,0,0.0,412.0,2,1990,2014,5,9,16642,590.0,Mitchel,Duplx,Partial,566361
467,1246,2,3,0,1.0,274.0,1,1948,1959,4,1,16669,1936.0,Veenker,TwnhsE,Alloca,386698
468,3182,4,4,1,1.0,94.0,0,1995,2004,5,9,5674,1121.0,Blmngtn,TwnhsI,Abnorml,481578
469,1316,1,4,0,0.0,429.0,2,1986,2010,8,8,9610,2300.0,Mitchel,TwnhsE,Family,372067
470,4698,2,3,0,1.0,81.0,0,1908,1922,8,1,8013,1817.0,Mitchel,1Fam,Alloca,592569
471,3822,5,2,0,1.0,35.0,0,1968,1989,6,1,3284,1756.0,NoRidge,2FmCon,Alloca,718836
472,4119,1,4,1,1.0,21.0,0,1921,1942,7,9,2889,2345.0,NridgHt,2FmCon,Abnorml,715573
473,2444,3,2,1,1.0,273.0,1,1959,1980,8,6,13015,2864.0,NAmes,2FmCon,AdjLand,415127
474,2603,2,1,1,0.0,616.0,3,1947,1967,2,2,9283,1093.0,Mitchel,2FmCon,Alloca,383031
475,3354,1,3,0,0.0,48.0,0,1999,2023,4,9,16775,1586.0,Veenker,2FmCon,Normal,574702
476,4031,3,2,1,1.0,293.0,1,2006,2019,2,6,13870,1877.0,Crawfor,TwnhsE,Abnorml,556076
477,4311,3,4,0,0.0,15.0,0,1956,1965,8,6,3075,2469.0,CollgCr,1Fam,AdjLand,608075
478,580,1,2,1,0.0,215.0,1,1966,1981,5,7,17006,1446.0,Gilbert,TwnhsE,Partial,253226
479,3486,1,4,1,0.0,494.0,2,1977,1986,7,2,10677,,NWAmes,TwnhsE,Alloca,539264
480,991,1,2,1,0.0,277.0,1,1980,1981,6,4,11969,2539.0,Somerst,TwnhsI,Partial,330778
481,1795,4,2,1,0.0,,2,1978,1988,3,2,19365,2859.0,Mitchel,1Fam,Family,366811
